name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Karl Rove,man,karl-rove,loser,Republicans must stop relying on losers like @KarlRove if they want to start winning presidential elections. Be tough and get smart!,https://twitter.com/realDonaldTrump/status/669244676176760833,1,2015-11-24T20:02:19+0000
Karl Rove,man,karl-rove,an establishment dope,Why would @greta use @KarlRove as an election analyst when he has made so many mistakes. He still thinks Romney won. An establishment dope!,https://twitter.com/realDonaldTrump/status/669498673378811905,1,2015-11-25T12:51:37+0000
Karl Rove,man,karl-rove,has made so many mistakes,Why would @greta use @KarlRove as an election analyst when he has made so many mistakes. He still thinks Romney won. An establishment dope!,https://twitter.com/realDonaldTrump/status/669498673378811905,1,2015-11-25T12:51:37+0000
Karl Rove,man,karl-rove,has ZERO credibility,.@Karl Rove just totally bombed on @Morning_Joe. He has ZERO credibility. @FoxNews,http://twitter.com/realDonaldTrump/status/669501105630498816,1,2015-11-25T13:01:16+00:00
Karl Rove,man,karl-rove,just totally bombed,@KarlRove just totally bombed on @Morning_Joe. @FoxNews has him on even though he has lost all credibility - a loser! Fox should dump Rove.,https://twitter.com/realDonaldTrump/status/669510996504010752,1,2015-11-25T13:40:35+0000
Karl Rove,man,karl-rove,a loser,@KarlRove just totally bombed on @Morning_Joe. @FoxNews has him on even though he has lost all credibility - a loser! Fox should dump Rove.,https://twitter.com/realDonaldTrump/status/669510996504010752,1,2015-11-25T13:40:35+0000
Karl Rove,man,karl-rove,dummy,Dummy @KarlRove continues to make and write false statements. He still thinks Romney won--he should get a life!,https://twitter.com/realDonaldTrump/status/675010496723083265,1,2015-12-10T17:53:38+0000
Karl Rove,man,karl-rove,should get a life,Dummy @KarlRove continues to make and write false statements. He still thinks Romney won--he should get a life!,https://twitter.com/realDonaldTrump/status/675010496723083265,1,2015-12-10T17:53:38+0000
Karl Rove,man,karl-rove,establishment flunky,Establishment flunky @KarlRove is going crazy with the just released CBS poll that has me way ahead. New Fox poll has me beating Hillary.,https://twitter.com/realDonaldTrump/status/675011172496723968,1,2015-12-10T17:56:19+0000
Karl Rove,man,karl-rove,dopey,"Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it, Karl is a loser",https://twitter.com/realDonaldTrump/status/675910224855855104,1,2015-12-13T05:28:50+0000
Karl Rove,man,karl-rove,pushing Republicans down the same old path of defeat,"Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it, Karl is a loser",https://twitter.com/realDonaldTrump/status/675910224855855104,1,2015-12-13T05:28:50+0000
Karl Rove,man,karl-rove,a loser,"Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it, Karl is a loser",https://twitter.com/realDonaldTrump/status/675910224855855104,1,2015-12-13T05:28:50+0000
Karl Rove,man,karl-rove,so biased,Why does @FoxNews give @KarlRove so much airtime. He (and other Fox pundits) is so biased. Still thinks Romney won. Unfair coverage of Trump,https://twitter.com/realDonaldTrump/status/679691783467610113,1,2015-12-23T15:55:23+0000
Karl Rove,man,karl-rove,still thinks Romney won,Why does @FoxNews give @KarlRove so much airtime. He (and other Fox pundits) is so biased. Still thinks Romney won. Unfair coverage of Trump,https://twitter.com/realDonaldTrump/status/679691783467610113,1,2015-12-23T15:55:23+0000
Karl Rove,man,karl-rove,unfair,Why does @FoxNews give @KarlRove so much airtime. He (and other Fox pundits) is so biased. Still thinks Romney won. Unfair coverage of Trump,https://twitter.com/realDonaldTrump/status/679691783467610113,1,2015-12-23T15:55:23+0000
Karl Rove,man,karl-rove,sick,Big defeat last night in Nevada for Ted Cruz and Marco Rubio. @KarlRove on @FoxNews is working hard to belittle my victory. Rove is sick!,https://twitter.com/realDonaldTrump/status/702525836948336641,1,2016-02-24T16:09:46+0000
Karl Rove,man,karl-rove,should be fired!,In all of television- the only one who said anything bad about last nights landslide victory-- was dopey @KarlRove. He should be fired!,https://twitter.com/realDonaldTrump/status/702560558269202433,1,2016-02-24T18:27:44+0000
Karl Rove,man,karl-rove,a failed Jeb Bushy,".@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!",https://twitter.com/realDonaldTrump/status/726865339947073536,1,2016-05-01T20:06:16+0000
Karl Rove,man,karl-rove,Never says anything good & never will,".@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!",https://twitter.com/realDonaldTrump/status/726865339947073536,1,2016-05-01T20:06:16+0000
Karl Rove,man,karl-rove,Shouldn't be on the air!,".@KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!",https://twitter.com/realDonaldTrump/status/726865339947073536,1,2016-05-01T20:06:16+0000
Chuck Todd,man,chuck-todd,love watching him fail,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,https://twitter.com/realDonaldTrump/status/620339062055010304,1,2015-07-12T21:08:52+0000
Chuck Todd,man,chuck-todd,killing Meet the Press,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,https://twitter.com/realDonaldTrump/status/620339062055010304,1,2015-07-12T21:08:52+0000
Chuck Todd,man,chuck-todd,pathetic,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!,https://twitter.com/realDonaldTrump/status/620339062055010304,1,2015-07-12T21:08:52+0000
Chuck Todd,man,chuck-todd,sleepy eyes,.@BreitbartNews is much smarter than sleepy eyes @chucktodd @nbc http://t.co/Lb3PBlN3u0 Thanks to Steve Bannon &amp; real reporters.,https://twitter.com/realDonaldTrump/status/623504689414471681,1,2015-07-21T14:47:56+0000
Chuck Todd,man,chuck-todd,just hopeless,".@chucktodd is a nice guy , but just hopeless. He knows so little about politics and, in particular, winning! I fixed his rating problem.",https://twitter.com/realDonaldTrump/status/675300062403108864,1,2015-12-11T13:04:16+0000
Chuck Todd,man,chuck-todd,knows so little about politics,".@chucktodd is a nice guy , but just hopeless. He knows so little about politics and, in particular, winning! I fixed his rating problem.",https://twitter.com/realDonaldTrump/status/675300062403108864,1,2015-12-11T13:04:16+0000
Chuck Todd,man,chuck-todd,so dishonest in his reporting,.@chucktodd is so dishonest in his reporting...and to think he was going off the air until I came along-no ratings. I will beat Hillary!,https://twitter.com/realDonaldTrump/status/680503951440121856,1,2015-12-25T21:42:39+0000
Chuck Todd,man,chuck-todd,no ratings,.@chucktodd is so dishonest in his reporting...and to think he was going off the air until I came along-no ratings. I will beat Hillary!,https://twitter.com/realDonaldTrump/status/680503951440121856,1,2015-12-25T21:42:39+0000
Chuck Todd,man,chuck-todd,was going off the air until I came along,.@chucktodd is so dishonest in his reporting...and to think he was going off the air until I came along-no ratings. I will beat Hillary!,https://twitter.com/realDonaldTrump/status/680503951440121856,1,2015-12-25T21:42:39+0000
Chuck Todd,man,chuck-todd,sleepy eyes,"Wow, sleepy eyes @chucktodd is at it again. He is do totally biased. The things I am saying are correct. - far better vision than the others",https://twitter.com/realDonaldTrump/status/714093135857631232,1,2016-03-27T14:14:05+0000
Chuck Todd,man,chuck-todd,totally biased,"Wow, sleepy eyes @chucktodd is at it again. He is do totally biased. The things I am saying are correct. - far better vision than the others",https://twitter.com/realDonaldTrump/status/714093135857631232,1,2016-03-27T14:14:05+0000
Chuck Todd,man,chuck-todd,totally biased against me,"Just watched @meetthepress and how totally biased against me Chuck Todd, and the entire show, is against me.The good news-the people get it!",https://twitter.com/realDonaldTrump/status/749659173353299968,1,2016-07-03T17:40:49+0000
Chuck Todd,man,chuck-todd,totally one-sided interview,"Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd, the end result was solid!",https://twitter.com/realDonaldTrump/status/749965127278034944,1,2016-07-04T13:56:34+0000
Chuck Todd,man,chuck-todd,Sleepy eyes,"Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.",https://twitter.com/realDonaldTrump/status/750691056551878656,1,2016-07-06T14:01:09+0000
Chuck Todd,man,chuck-todd,a man with so little touch for politics,"Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.",https://twitter.com/realDonaldTrump/status/750691056551878656,1,2016-07-06T14:01:09+0000
Clare O'Connor,woman,clare-o-connor,dummy',Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing. Still sold at Trump Tower...,https://twitter.com/realDonaldTrump/status/619192203953479680,1,2015-07-09T17:11:40+00:00
George W. Bush,man,george-w-bush,not nice!,"Jeb's brother George insisted on a $100,000 fee and $20,000 for a private jet to speak at a charity for severely wounded vets. Not nice!",https://twitter.com/realDonaldTrump/status/619105146128179201,1,2015-07-09T11:25:43+00:00
George W. Bush,man,george-w-bush,"wants $120,000 to make a boring speech","You mean George Bush sends our soldiers into combat, they are severely wounded, and then he wants $120,000 to make a boring speech to them?",https://twitter.com/realDonaldTrump/status/619116090501799936,1,2015-07-09T12:09:13+00:00
George W. Bush,man,george-w-bush,"the WTC came down during his watch, 9/11",".@JebBush,
 At the debate you said your brother kept us safe- I wanted to be nice &amp; did not mention the WTC came down during his watch, 9/11.",https://twitter.com/realDonaldTrump/status/655188360449925120,1,2015-10-17T01:07:32+0000
Charles Krauthammer,man,charles-krauthammer,a dope,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,https://twitter.com/realDonaldTrump/status/619102432648413184,1,2015-07-09T11:14:56+00:00
Charles Krauthammer,man,charles-krauthammer,highly overrated,Do you believe that highly overrated political pundit @krauthammer said this is the best Republican field in 35 years. What a dope!,https://twitter.com/realDonaldTrump/status/619102432648413184,1,2015-07-09T11:14:56+00:00
Charles Krauthammer,man,charles-krauthammer,dopey,....Dopey @krauthammer should be fired. @FoxNews,https://twitter.com/realDonaldTrump/status/629752759009583104,1,2015-08-07T20:35:32+0000
Charles Krauthammer,man,charles-krauthammer,should be fired,....Dopey @krauthammer should be fired. @FoxNews,https://twitter.com/realDonaldTrump/status/629752759009583104,1,2015-08-07T20:35:32+0000
Charles Krauthammer,man,charles-krauthammer,clown,The hatred that clown @krauthammer has for me is unbelievable – causes him to lie when many others say Trump easily won debate.,https://twitter.com/realDonaldTrump/status/629753109481422848,1,2015-08-07T20:36:56+0000
Charles Krauthammer,man,charles-krauthammer,highly overrated,"@oreillyfactor, horrible defense of me against highly overrated @krauthammer. I will bring more people into the party &amp; easily beat Hillary!",https://twitter.com/realDonaldTrump/status/676580376249110532,1,2015-12-15T01:51:46+0000
Charles Krauthammer,man,charles-krauthammer,biased,"Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!",https://twitter.com/realDonaldTrump/status/692864417101287425,1,2016-01-29T00:18:44+0000
Charles Krauthammer,man,charles-krauthammer,a @FoxNews flunky,"Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!",https://twitter.com/realDonaldTrump/status/692864417101287425,1,2016-01-29T00:18:44+0000
Rick Perry,man,rick-perry,failed at the border,Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,https://twitter.com/realDonaldTrump/status/617705622251917312,1,2015-07-05T14:44:31+00:00
Rick Perry,man,rick-perry,needs a new pair of glasses,Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.,https://twitter.com/realDonaldTrump/status/617705622251917312,1,2015-07-05T14:44:31+00:00
Rick Perry,man,rick-perry,doesn't understand what the word demagoguery means,.@GovernorPerry just gave a pollster quote on me. He doesn't understand what the word demagoguery means.,https://twitter.com/realDonaldTrump/status/621783444083884037,1,2015-07-16T20:48:19+0000
