name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Ted Cruz,man,ted-cruz,fraud,The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud,http://twitter.com/realDonaldTrump/status/694885775431835648,1,2016-02-03T14:10:53
Ted Cruz,man,ted-cruz,told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and 'choice' - a total lie!,"And finally, Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!",http://twitter.com/realDonaldTrump/status/694888332099239936,1,2016-02-03T14:21:03
Ted Cruz,man,ted-cruz,just lied again,"Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!",http://twitter.com/realDonaldTrump/status/694979360441384960,1,2016-02-03T20:22:46
Ted Cruz,man,ted-cruz,should be immediately disqualified in Iowa,"Thank you @billoreilly &amp; @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch.",http://twitter.com/realDonaldTrump/status/695133044940759040,1,2016-02-04T06:33:27
Ted Cruz,man,ted-cruz,caught cold in lie,Cruz caught cold in lie after denial of push polls like lies w/ @RealBenCarson. How can he preach Christian values? https://t.co/p3yGL02ABA,https://twitter.com/realDonaldTrump/status/697944232997294080,1,2016-02-12T00:44:06+0000
Ted Cruz,man,ted-cruz,"the worst liar, crazy or very dishonest","Lying Cruz put out a statement, “Trump &amp; Rubio are w/Obama on gay marriage."" Cruz is the worst liar, crazy or very dishonest. Perhaps all 3?",https://twitter.com/realDonaldTrump/status/697998702477242369,1,2016-02-12T04:20:33+0000
Ted Cruz,man,ted-cruz,lies so much and is so dishonest,How can Ted Cruz be an Evangelical Christian when he lies so much and is so dishonest?,https://twitter.com/realDonaldTrump/status/698115252844634112,1,2016-02-12T12:03:41+0000
Ted Cruz,man,ted-cruz,I have standing to sue him for not being a natural born citizen,"If @TedCruz doesn’t clean up his act, stop cheating, &amp; doing negative ads, I have standing to sue him for not being a natural born citizen.",https://twitter.com/realDonaldTrump/status/698231571594276866,1,2016-02-12T19:45:53+0000
Ted Cruz,man,ted-cruz,cheater,"Millions of $'s of false ads, paid for by lobbyists-special interests of cheater @SenTedCruz and sleepy @JebBush, are now running in S.C.",https://twitter.com/realDonaldTrump/status/698263859753316352,1,2016-02-12T21:54:11+0000
Ted Cruz,man,ted-cruz,Nasty,Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot &amp; I hold liberal positions. LIES!,https://twitter.com/realDonaldTrump/status/698660826463539201,1,2016-02-14T00:11:36+0000
Ted Cruz,man,ted-cruz,LIES!,Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot &amp; I hold liberal positions. LIES!,https://twitter.com/realDonaldTrump/status/698660826463539201,1,2016-02-14T00:11:36+0000
Ted Cruz,man,ted-cruz,a cheater!,Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!,https://twitter.com/realDonaldTrump/status/698661220258357248,1,2016-02-14T00:13:10+0000
Ted Cruz,man,ted-cruz,holds the Bible high and then lies and misrepresents the facts!,Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!,https://twitter.com/realDonaldTrump/status/698661220258357248,1,2016-02-14T00:13:10+0000
Ted Cruz,man,ted-cruz,complete & total liar,This shows what a complete &amp; total liar Ted Cruz is- he said he wouldn't have nominated John Roberts. Really? https://t.co/gBnsNgomom,https://twitter.com/realDonaldTrump/status/698882048069652480,1,2016-02-14T14:50:39+0000
Ted Cruz,man,ted-cruz,a liar!,I agree with Marco Rubio that Ted Cruz is a liar!,https://twitter.com/realDonaldTrump/status/700321698780991488,1,2016-02-18T14:11:18+0000
Ted Cruz,man,ted-cruz,lying,Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!,https://twitter.com/realDonaldTrump/status/701043432354095108,1,2016-02-20T13:59:13+0000
Ted Cruz,man,ted-cruz,a true lowlife pol!,Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!,https://twitter.com/realDonaldTrump/status/701043432354095108,1,2016-02-20T13:59:13+0000
Ted Cruz,man,ted-cruz,a world class LIAR,"The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR, and Evangelicals do not like liars!",https://twitter.com/realDonaldTrump/status/701762526158061568,1,2016-02-22T13:36:39+0000
Ted Cruz,man,ted-cruz,biggest liar in politics!,Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!,https://twitter.com/realDonaldTrump/status/701871659150548993,1,2016-02-22T20:50:18+0000
Ted Cruz,man,ted-cruz,disloyal,Wow was Ted Cruz disloyal to his very capable director of communication. He used him as a scape goat-fired like a dog! Ted panicked.,https://twitter.com/realDonaldTrump/status/702141081027104769,1,2016-02-23T14:40:53+0000
Ted Cruz,man,ted-cruz,does not have the right 'temperment' to be President,"Ted Cruz does not have the right ""temperment"" to be President. Look at the way he totally panicked in firing his director of comm. BAD!",https://twitter.com/realDonaldTrump/status/702147760926011393,1,2016-02-23T15:07:26+0000
Ted Cruz,man,ted-cruz,lies like a dog-over and over again!,Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out &amp; said no!,https://twitter.com/realDonaldTrump/status/702149896325890048,1,2016-02-23T15:15:55+0000
Ted Cruz,man,ted-cruz,liar,"Why would Texans vote for ""liar"" Ted Cruz when he was born in Canada, lived there for 4 years-and remained a Canadian citizen until recently",https://twitter.com/realDonaldTrump/status/702640425623003136,1,2016-02-24T23:45:06+0000
Ted Cruz,man,ted-cruz,a nasty guy,"Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!",https://twitter.com/realDonaldTrump/status/703218582310641667,1,2016-02-26T14:02:29+0000
Ted Cruz,man,ted-cruz,loser,"Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!",https://twitter.com/realDonaldTrump/status/703218582310641667,1,2016-02-26T14:02:29+0000
Ted Cruz,man,ted-cruz,choker,Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!,https://twitter.com/realDonaldTrump/status/703251956198875138,1,2016-02-26T16:15:06+0000
Ted Cruz,man,ted-cruz,lying,I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!,https://twitter.com/realDonaldTrump/status/703567344212160512,1,2016-02-27T13:08:21+0000
Ted Cruz,man,ted-cruz,he has accomplished absolutely nothing,"Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!",https://twitter.com/realDonaldTrump/status/703984812105793536,1,2016-02-28T16:47:13+0000
Ted Cruz,man,ted-cruz,"another all talk, no action pol!","Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!",https://twitter.com/realDonaldTrump/status/703984812105793536,1,2016-02-28T16:47:13+0000
Ted Cruz,man,ted-cruz,LYIN' TED,LYIN' TED https://t.co/Q0qXDGCN1l,https://twitter.com/realDonaldTrump/status/709115011487178756,1,2016-03-13T20:32:48+0000
Ted Cruz,man,ted-cruz,bought and paid for by lobbyists!,"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!",https://twitter.com/realDonaldTrump/status/709690378778230785,1,2016-03-15T10:39:06+0000
Ted Cruz,man,ted-cruz,Lyin’,"Yesterday was amazing—5 victories. Lyin’ Ted Cruz
 had zero. Things are going very well!",https://twitter.com/realDonaldTrump/status/710149837979836416,1,2016-03-16T17:04:49+0000
Ted Cruz,man,ted-cruz,lyin',Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,https://twitter.com/realDonaldTrump/status/710409594204524544,1,2016-03-17T10:17:00+0000
Ted Cruz,man,ted-cruz,desperate,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,https://twitter.com/realDonaldTrump/status/710409594204524544,1,2016-03-17T10:17:00+0000
Ted Cruz,man,ted-cruz,his lying is getting worse,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,https://twitter.com/realDonaldTrump/status/710409594204524544,1,2016-03-17T10:17:00+0000
Ted Cruz,man,ted-cruz,can't win!,Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,https://twitter.com/realDonaldTrump/status/710409594204524544,1,2016-03-17T10:17:00+0000
Ted Cruz,man,ted-cruz,lyin',The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!,https://twitter.com/realDonaldTrump/status/710442630207901696,1,2016-03-17T12:28:17+0000
Ted Cruz,man,ted-cruz,a big problem!,The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!,https://twitter.com/realDonaldTrump/status/710442630207901696,1,2016-03-17T12:28:17+0000
Ted Cruz,man,ted-cruz,Who should star in a reboot of Liar Liar- Hillary Clinton or Ted Cruz? Let me know.,Who should star in a reboot of Liar Liar- Hillary Clinton or Ted Cruz? Let me know. https://t.co/ESdiEftWGs,http://twitter.com/realDonaldTrump/status/710534544865239040,1,2016-03-17T18:33:31
Ted Cruz,man,ted-cruz,Lyin',Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!,http://twitter.com/realDonaldTrump/status/710868991309443072,1,2016-03-18T16:42:29
Ted Cruz,man,ted-cruz,Mormons don't like LIARS!,"Going to Salt Lake City, Utah, for a big rally. Lyin' Ted Cruz should not be allowed to win there - Mormons don't like LIARS! I beat Hillary",http://twitter.com/realDonaldTrump/status/710920670608236544,1,2016-03-18T20:07:50
Ted Cruz,man,ted-cruz,lyin',"Lyin' Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful, Lyin' Ted, or I will spill the beans on your wife!",https://twitter.com/realDonaldTrump/status/712457104515317764,1,2016-03-23T01:53:05+0000
Ted Cruz,man,ted-cruz,just another dishonest politician,"Lyinâ€™ Ted Cruz steals foreign policy from me, and lines from Michael Douglasâ€” just another dishonest politician.",https://twitter.com/realDonaldTrump/status/712727046913462272,1,2016-03-23T19:45:44+0000
Ted Cruz,man,ted-cruz,weak,"Lyin'Ted Cruz is weak &amp; losing big, so now he wants to debate again. But, according to Drudge,Time and on-line polls, I have won all debates",https://twitter.com/realDonaldTrump/status/714617467839111173,1,2016-03-29T00:57:35+0000
Ted Cruz,man,ted-cruz,losing big,"Lyin'Ted Cruz is weak &amp; losing big, so now he wants to debate again. But, according to Drudge,Time and on-line polls, I have won all debates",https://twitter.com/realDonaldTrump/status/714617467839111173,1,2016-03-29T00:57:35+0000
Ted Cruz,man,ted-cruz,attacked New Yorkers and New York values- we don't forget!,Ted Cruz attacked New Yorkers and New York values- we don't forget! https://t.co/83ur9C1qhB,https://twitter.com/realDonaldTrump/status/718159369033162752,1,2016-04-07T19:31:50+0000
Ted Cruz,man,ted-cruz,Lyin',"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him.",https://twitter.com/realDonaldTrump/status/721693297429901312,1,2016-04-17T13:34:25+0000
Ted Cruz,man,ted-cruz,will never be able to beat Hillary,"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him.",https://twitter.com/realDonaldTrump/status/721693297429901312,1,2016-04-17T13:34:25+0000
Ted Cruz,man,ted-cruz,"Despite a rigged delegate system, I am hundreds of delegates ahead of him.","Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him.",https://twitter.com/realDonaldTrump/status/721693297429901312,1,2016-04-17T13:34:25+0000
Ted Cruz,man,ted-cruz,Lyin',Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!,https://twitter.com/realDonaldTrump/status/721694330805755904,1,2016-04-17T13:38:31+0000
Ted Cruz,man,ted-cruz,can't get votes (I am millions ahead of him),Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!,https://twitter.com/realDonaldTrump/status/721694330805755904,1,2016-04-17T13:38:31+0000
Ted Cruz,man,ted-cruz,has to get his delegates from the Republican bosses,Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!,https://twitter.com/realDonaldTrump/status/721694330805755904,1,2016-04-17T13:38:31+0000
Ted Cruz,man,ted-cruz,Lyin',Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him &amp; K,https://twitter.com/realDonaldTrump/status/722016321119121409,1,2016-04-18T10:58:00+0000
Ted Cruz,man,ted-cruz,can't win with the voters so he has to sell himself to the bosses,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him &amp; K,https://twitter.com/realDonaldTrump/status/722016321119121409,1,2016-04-18T10:58:00+0000
Ted Cruz,man,ted-cruz,Hillary would destroy him,Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him &amp; K,https://twitter.com/realDonaldTrump/status/722016321119121409,1,2016-04-18T10:58:00+0000
Ted Cruz,man,ted-cruz,Lyin’,Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!,https://twitter.com/realDonaldTrump/status/722181629528141824,1,2016-04-18T21:54:52+0000
Ted Cruz,man,ted-cruz,hates New York,Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!,https://twitter.com/realDonaldTrump/status/722181629528141824,1,2016-04-18T21:54:52+0000
Ted Cruz,man,ted-cruz,"all he can do is be a spoiler, never a nice thing to do","Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler, never a nice thing to do. I will beat Hillary!",https://twitter.com/realDonaldTrump/status/722767517349978112,1,2016-04-20T12:42:59+0000
Ted Cruz,man,ted-cruz,Drop out LYIN' Ted,Cruz said Kasich should leave because he couldn't get to 1237. Now he can't get to 1237. Drop out LYIN' Ted.,https://twitter.com/realDonaldTrump/status/723274222907301888,1,2016-04-21T22:16:27+0000
Ted Cruz,man,ted-cruz,Lyin',"Wow, just announced that Lyin' Ted and Kasich are going to collude in order to keep me from getting the Republican nomination. DESPERATION!",https://twitter.com/realDonaldTrump/status/724442801933565952,1,2016-04-25T03:39:58+0000
Ted Cruz,man,ted-cruz,mathematically dead and totally desperate,Lyin' Ted and Kasich are mathematically dead and totally desperate. Their donors &amp; special interest groups are not happy with them. Sad!,https://twitter.com/realDonaldTrump/status/724445148910915584,1,2016-04-25T03:49:17+0000
Ted Cruz,man,ted-cruz,weak,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.,https://twitter.com/realDonaldTrump/status/724568416338759680,1,2016-04-25T11:59:06+0000
Ted Cruz,man,ted-cruz,desperate,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.,https://twitter.com/realDonaldTrump/status/724568416338759680,1,2016-04-25T11:59:06+0000
Ted Cruz,man,ted-cruz,has to team up with a guy who openly can't stand him,Shows how weak and desperate Lyin' Ted is when he has to team up with a guy who openly can't stand him and is only 1 win and 38 losses.,https://twitter.com/realDonaldTrump/status/724568416338759680,1,2016-04-25T11:59:06+0000
Ted Cruz,man,ted-cruz,Lyin',"Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!",http://twitter.com/realDonaldTrump/status/725647068459454464,1,2016-04-28T11:25:17
Ted Cruz,man,ted-cruz,can never beat Hilary Clinton,"Lyin' Ted Cruz, who can never beat Hilary Clinton, has chosen a running mate who was unable to catch on in her own failed campaign. No path!",http://twitter.com/realDonaldTrump/status/725647068459454464,1,2016-04-28T11:25:17
Ted Cruz,man,ted-cruz,"Lyin',  can never beat Hillary Clinton","Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort",https://twitter.com/realDonaldTrump/status/725648706385633280,1,2016-04-28T11:31:48+0000
Ted Cruz,man,ted-cruz,has NO path to victory,"Lyin' Ted Cruz, who can never beat Hillary Clinton and has NO path to victory, has chosen a V.P.candidate who failed badly in her own effort",https://twitter.com/realDonaldTrump/status/725648706385633280,1,2016-04-28T11:31:48+0000
Ted Cruz,man,ted-cruz,Lyin',"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,really went wacko today,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,Made all sorts of crazy charges,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,Can't function under pressure,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,not very presidential,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,Sad!,"Wow, Lyin' Ted Cruz really went wacko today. Made all sorts of crazy charges. Can't function under pressure - not very presidential. Sad!",https://twitter.com/realDonaldTrump/status/727634574298255361,1,2016-05-03T23:02:55+0000
Ted Cruz,man,ted-cruz,"Lyin', he should drop out of the race-stop wasting time & money","Lyin' Ted Cruz consistently said that he will, and must, win Indiana. If he doesn't he should drop out of the race-stop wasting time &amp; money",https://twitter.com/realDonaldTrump/status/727636035149139968,1,2016-05-03T23:08:44+0000
Bernard Goldberg,man,bernard-goldberg,not good,.@BernardGoldberg was not good tonight on @oreillyfactor. He just doesn't know about winning! But he is a nice guy.,https://twitter.com/realDonaldTrump/status/675174167591985152,1,2015-12-11T04:44:00+0000
Bernard Goldberg,man,bernard-goldberg,just doesn't know about winning,.@BernardGoldberg was not good tonight on @oreillyfactor. He just doesn't know about winning! But he is a nice guy.,https://twitter.com/realDonaldTrump/status/675174167591985152,1,2015-12-11T04:44:00+0000
Rick Wilson,man,rick-wilson,weak and totally conflicted,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock! @CNN,https://twitter.com/realDonaldTrump/status/674806914904137729,1,2015-12-10T04:24:40+0000
Rick Wilson,man,rick-wilson,dumb as a rock,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock! @CNN,https://twitter.com/realDonaldTrump/status/674806914904137729,1,2015-12-10T04:24:40+0000
S.E. Cupp,man,s-e-cupp,"hard to watch, zero talent",".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN",https://twitter.com/realDonaldTrump/status/674774413095673856,1,2015-12-10T02:15:31+0000
S.E. Cupp,man,s-e-cupp,one of the dumber pundits on tv,".@secupp, who can't believe that her candidate has bombed so badly, is one of the dumber pundits on T.V. Hard to watch, zero talent! @CNN",https://twitter.com/realDonaldTrump/status/674774413095673856,1,2015-12-10T02:15:31+0000
S.E. Cupp,man,s-e-cupp,totally biased loser who doesn't have a clue,"Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesn't have a clue. I hear she will soon be gone!",https://twitter.com/realDonaldTrump/status/674777043163332608,1,2015-12-10T02:25:58+0000
S.E. Cupp,man,s-e-cupp,will be gone soon,"Why does @CNN bore their audience with people like @secupp, a totally biased loser who doesn't have a clue. I hear she will soon be gone!",https://twitter.com/realDonaldTrump/status/674777043163332608,1,2015-12-10T02:25:58+0000
S.E. Cupp,man,s-e-cupp,one of the least talented people on television,Watching @CNN and consider @secupp to be one of the least talented people on television. Boring and biased!,https://twitter.com/realDonaldTrump/status/679431012120702976,1,2015-12-22T22:39:11+0000
S.E. Cupp,man,s-e-cupp,boring and biased!,Watching @CNN and consider @secupp to be one of the least talented people on television. Boring and biased!,https://twitter.com/realDonaldTrump/status/679431012120702976,1,2015-12-22T22:39:11+0000
Angela Merkel,woman,angela-merkel,ruining Germany,I told you @TIME Magazine would never pick me as person of the year despite being the big favorite They picked person who is ruining Germany,https://twitter.com/realDonaldTrump/status/674587800835092480,1,2015-12-09T13:53:59+0000
Michael Nutter,man,michael-nutter,a crude dope!,"""@mysteriousLoser: @realDonaldTrump did you hear the mayor nutter of philadelphias comments towards you? Ignorance"" Yes, he is a crude dope!",https://twitter.com/realDonaldTrump/status/674579252956815360,1,2015-12-09T13:20:01+0000
Michael Nutter,man,michael-nutter,doing a terrible job,".@Mayor_Nutter of Philadelphia, who is doing a terrible job, should be ashamed for using such a disgusting word in referring to me.Low life!",https://twitter.com/realDonaldTrump/status/674619869967593472,1,2015-12-09T16:01:25+0000
Michael Nutter,man,michael-nutter,low life,".@Mayor_Nutter of Philadelphia, who is doing a terrible job, should be ashamed for using such a disgusting word in referring to me.Low life!",https://twitter.com/realDonaldTrump/status/674619869967593472,1,2015-12-09T16:01:25+0000
Katy Tur,woman,katy-tur,incompetent,"@Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy.",https://twitter.com/realDonaldTrump/status/673300588654927872,1,2015-12-06T00:39:04+0000
Katy Tur,woman,katy-tur,incorrect story,"@Maddow, you copied incompetent @KatyTurNBC incorrect story. I'm sure you would like to apologize to me on show. Thank you for the courtesy.",https://twitter.com/realDonaldTrump/status/673300588654927872,1,2015-12-06T00:39:04+0000
Jennifer Rubin,woman,jennifer-rubin,one of the dumber bloggers,.@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?,https://twitter.com/realDonaldTrump/status/672877439400460290,1,2015-12-04T20:37:37+0000
Jennifer Rubin,woman,jennifer-rubin,in love with Marco Rubio?,.@JRubinBlogger one of the dumber bloggers @washingtonpost only writes purposely inaccurate pieces on me. She is in love with Marco Rubio?,https://twitter.com/realDonaldTrump/status/672877439400460290,1,2015-12-04T20:37:37+0000
Cheri Jacobus,woman,cheri-jacobus,virtually incompetent,"The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!",https://twitter.com/realDonaldTrump/status/672792662865506305,1,2015-12-04T15:00:45+0000
Cheri Jacobus,woman,cheri-jacobus,failed career,"The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!",https://twitter.com/realDonaldTrump/status/672792662865506305,1,2015-12-04T15:00:45+0000
Cheri Jacobus,woman,cheri-jacobus,incoherent with anger,"The virtually incompetent Republican Strategist who has had a failed career, Cheri Jacobus, is incoherent with anger that her puppets died!",https://twitter.com/realDonaldTrump/status/672792662865506305,1,2015-12-04T15:00:45+0000
Cheri Jacobus,woman,cheri-jacobus,went hostile,Great job on @donlemon tonight @kayleighmcenany @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN,http://twitter.com/realDonaldTrump/status/694750254378422272,1,2016-02-03T05:12:23
Cheri Jacobus,woman,cheri-jacobus,a real dummy,Great job on @donlemon tonight @kayleighmcenany @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN,http://twitter.com/realDonaldTrump/status/694750254378422272,1,2016-02-03T05:12:23
Cheri Jacobus,woman,cheri-jacobus,really dumb,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",https://twitter.com/realDonaldTrump/status/695789403374014464,1,2016-02-06T02:01:35+0000
Cheri Jacobus,woman,cheri-jacobus,Begged my people for a job,"Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",https://twitter.com/realDonaldTrump/status/695789403374014464,1,2016-02-06T02:01:35+0000
Cheri Jacobus,woman,cheri-jacobus,"Major loser, zero credibility!","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!",https://twitter.com/realDonaldTrump/status/695789403374014464,1,2016-02-06T02:01:35+0000
Ben Schreckinger,man,ben-schreckenger,major lightweight with no credibility,Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!,https://twitter.com/realDonaldTrump/status/672457707912302594,1,2015-12-03T16:49:45+0000
Ben Schreckinger,man,ben-schreckenger,so dishonest,Why can't @Politico get better reporters than Ben Schreckenger? Guy is a major lightweight with no credibility. So dishonest!,https://twitter.com/realDonaldTrump/status/672457707912302594,1,2015-12-03T16:49:45+0000
Serge Kovaleski,man,serge-kovaleski,pulled-back from his 14 year old never retracted story,The reporter who pulled-back from his 14 year old never retracted story is having fun. I don't know what he looks like and don't know him!,https://twitter.com/realDonaldTrump/status/670611222342074368,1,2015-11-28T14:32:29+0000
Serge Kovaleski,man,serge-kovaleski,having fun.,The reporter who pulled-back from his 14 year old never retracted story is having fun. I don't know what he looks like and don't know him!,https://twitter.com/realDonaldTrump/status/670611222342074368,1,2015-11-28T14:32:29+0000
Frank VanderSloot,man,frank-vandersloot,Last victim was Mitt Romney - see how that turned out.,What is Frank VanderSloot getting for agreeing to back Marco Rubio? Last victim was Mitt Romney - see how that turned out.,https://twitter.com/realDonaldTrump/status/669275236160954372,1,2015-11-24T22:03:45+0000
Bill de Blasio,man,bill-deblasio,probably the worst Mayor in the history of #NYC,"Can you believe the worst Mayor in the U.S., &amp; probably the worst Mayor in the history of #NYC, @BilldeBlasio, just called me a blow hard!",https://twitter.com/realDonaldTrump/status/667797935686557696,1,2015-11-20T20:13:29+0000
Bill de Blasio,man,bill-deblasio,his ineptitude,".@BilldeBlasio should focus on running #NYC &amp; all of the problems that he has caused with his ineptitude, &amp; not be so focused on me!",https://twitter.com/realDonaldTrump/status/667798204394700800,1,2015-11-20T20:14:33+0000
Bill de Blasio,man,bill-deblasio,worst mayor in the United States,"We're stuck with the worst mayor in the United States. Too bad, but New York City will survive!",https://twitter.com/realDonaldTrump/status/668073641528197120,1,2015-11-21T14:29:03+0000
Bill de Blasio,man,bill-deblasio,the worst mayor in the United States,"N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace",https://twitter.com/realDonaldTrump/status/673865641892421632,1,2015-12-07T14:04:23+0000
Bill de Blasio,man,bill-deblasio,disgrace,"N.Y.C. has the worst Mayor in the United States. I hate watching what is happening with the dirty streets, the homeless and crime! Disgrace",https://twitter.com/realDonaldTrump/status/673865641892421632,1,2015-12-07T14:04:23+0000
Mary Katharine Ham,woman,mary-katharine-ham,isn't smart enough to know what's going on at the border,".@mkhammer, a Fox contributor, isn't smart enough to know what is going on at the border. @TheJuanWilliams made the point far better!",https://twitter.com/realDonaldTrump/status/667719816552296449,1,2015-11-20T15:03:04+0000
