"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"charles-krauthammer","a @FoxNews flunky","Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!","https://twitter.com/realDonaldTrump/status/692864417101287425","1","2016-01-29T00:18:44+0000"
"united-states","has become a dumping ground for the world",".@AnnCoulter U were great last nite @ericbolling on FOX. Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!","https://twitter.com/realDonaldTrump/status/618443159547322368","1","2015-07-07T15:35:14+00:00"
"united-states","out negotiated again","No deal is better than a bad deal. America out negotiated again. #Iran","https://twitter.com/realDonaldTrump/status/621761403825860608","1","2015-07-16T19:20:45+0000"
"united-states","Iran ripped us off by making one of the best deals of any kind in history","Now that Iran ripped us off by making one of the best deals of any kind in history, they have just moved to block any imports from the U.S.","https://twitter.com/realDonaldTrump/status/661004204962656256","1","2015-11-02T02:17:37+0000"
"united-states","we are letting criminals knowingly stay in our country","Criminal deportations in the U.S. are the lowest number in many years. We are letting criminals knowingly stay in our country. MUST CHANGE!","https://twitter.com/realDonaldTrump/status/680752844220329984","1","2015-12-26T14:11:40+0000"
"united-states","we are weak","Iran humiliated the United States with the capture of our 10 sailors. Horrible pictures &amp; images. We are weak. I will NOT forget!","https://twitter.com/realDonaldTrump/status/687510877847851008","1","2016-01-14T05:45:41+0000"
"united-states","looks more and more like a paper tiger","United States looks more and more like a paper tiger. Won't be that way if I win!","https://twitter.com/realDonaldTrump/status/687511035385909248","1","2016-01-14T05:46:18+0000"
"united-states","get tough and smart U.S., or we won't have a country anymore","Far more killed than anticipated in radical Islamic terror attack yesterday. Get tough and smart U.S., or we won't have a country anymore!","https://twitter.com/realDonaldTrump/status/688827531143806979","1","2016-01-17T20:57:35+0000"
"united-states","totally lost control of illegal immigration, even with criminals","I told you so. Our country totally lost control of illegal immigration, even with criminals. 
 https://t.co/IZgZqr6BgB","https://twitter.com/realDonaldTrump/status/695799815939190784","1","2016-02-06T02:42:58+0000"
"rick-perry","failed at the border","Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.","https://twitter.com/realDonaldTrump/status/617705622251917312","1","2015-07-05T14:44:31+00:00"
"rick-perry","needs a new pair of glasses","Rick Perry failed at the border. Now he is critical of me. He needs a new pair of glasses to see the crimes committed by illegal immigrants.","https://twitter.com/realDonaldTrump/status/617705622251917312","1","2015-07-05T14:44:31+00:00"
"rick-perry","doesn't understand what the word demagoguery means",".@GovernorPerry just gave a pollster quote on me. He doesn't understand what the word demagoguery means.","https://twitter.com/realDonaldTrump/status/621783444083884037","1","2015-07-16T20:48:19+0000"
"rick-perry","failed on the border",".@GovernorPerry failed on the border. He should be forced to take an IQ test before being allowed to enter the GOP debate.","https://twitter.com/realDonaldTrump/status/621783757532626944","1","2015-07-16T20:49:34+0000"
"rick-perry","should be forced to take an IQ test",".@GovernorPerry failed on the border. He should be forced to take an IQ test before being allowed to enter the GOP debate.","https://twitter.com/realDonaldTrump/status/621783757532626944","1","2015-07-16T20:49:34+0000"
"rick-perry","did an absolutely horrible job of securing the border","Rick Perry did an absolutely horrible job of securing the border. He should be ashamed of himself. Gov. Abbott has since been terrific.","https://twitter.com/realDonaldTrump/status/623500394686251008","1","2015-07-21T14:30:52+0000"
"rick-perry","should be ashamed of himself","Rick Perry did an absolutely horrible job of securing the border. He should be ashamed of himself. Gov. Abbott has since been terrific.","https://twitter.com/realDonaldTrump/status/623500394686251008","1","2015-07-21T14:30:52+0000"
"paulina-vega","hypocrite","Miss Universe, Paulina Vega, criticized me for telling the truth about illegal immigration, but then said she would keep the crown-Hypocrite","https://twitter.com/realDonaldTrump/status/617618236474064896","1","2015-07-05T08:57:17+00:00"
"juan-williams","you never speak well of me & yet when I saw you at Fox you ran over like a child and wanted a picture",".@TheJuanWilliams you never speak well of me &amp; yet when I saw you at Fox you ran over like a child and wanted a picture. Please share pic!","https://twitter.com/realDonaldTrump/status/617112869302366208","1","2015-07-03T23:29:08+00:00"
"southern-border","totally out of control","Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!","https://twitter.com/realDonaldTrump/status/617092492786278400","1","2015-07-03T22:08:09+00:00"
"southern-border","absolutely disgraceful","Our Southern border is totally out of control. This is an absolutely disgraceful. situation.http://t.co/ujz3jENIYo We need border security!","https://twitter.com/realDonaldTrump/status/617092492786278400","1","2015-07-03T22:08:09+00:00"
"barack-obama","weak & ineffective","Obama once again just missed a self-imposed deadline with Iran. Our leadership is weak &amp; ineffective. Double the sanctions!","https://twitter.com/realDonaldTrump/status/616693070969577473","1","2015-07-02T19:41:00+00:00"
"barack-obama","all talk & no action","My @FoxNews int. with @seanhannity on Obama being all talk &amp; no action &amp; making America Great Again! http://t.co/RqP6MNnR7h","https://twitter.com/realDonaldTrump/status/626068052891836416","1","2015-07-28T16:33:50+0000"
"barack-obama","terrible","President Obama was terrible on @60Minutes tonight. He said CLIMATE CHANGE is the most important thing, not all of the current disasters!","https://twitter.com/realDonaldTrump/status/653385381526806528","1","2015-10-12T01:43:08+0000"
"barack-obama","I did much better on 60 Minutes last week than President Obama did tonight","Great, everyone is saying I did much better on @60Minutes last week than President Obama did tonight. I agree!","https://twitter.com/realDonaldTrump/status/653387672891822080","1","2015-10-12T01:52:15+0000"
"barack-obama","he is just so bad!","President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE.","https://twitter.com/realDonaldTrump/status/665524569961287680","1","2015-11-14T13:39:56+0000"
"barack-obama","has a horrible attitude","I, along with almost everyone else, have so little confidence in President Obama. He has a horrible attitude-a man who is resigned to defeat","https://twitter.com/realDonaldTrump/status/666606474613886976","1","2015-11-17T13:19:03+0000"
"barack-obama","Is our president insane?","Refugees from Syria are now pouring into our great country. Who knows who they are - some could be ISIS. Is our president insane?","https://twitter.com/realDonaldTrump/status/666615398574530560","1","2015-11-17T13:54:30+0000"
"barack-obama","spends so much time speaking of the so-called Carbon footprint, and yet he flies all the way to Hawaii on a massive old 747","President Obama spends so much time speaking of the so-called Carbon footprint, and yet he flies all the way to Hawaii on a massive old 747.","https://twitter.com/realDonaldTrump/status/678295001391087616","1","2015-12-19T19:25:05+0000"
"barack-obama","perhaps the worst president in U.S. history!","Interesting how President Obama so haltingly said I ""would never be president"" - This from perhaps the worst president in U.S. history!","https://twitter.com/realDonaldTrump/status/699913243251339265","1","2016-02-17T11:08:15+0000"
"barack-obama","looks and sounds so ridiculous","President Obama looks and sounds so ridiculous making his speech in Cuba, especially in the shadows of Brussels. He is being treated badly!","https://twitter.com/realDonaldTrump/status/712291134991691777","1","2016-03-22T14:53:34+0000"
"barack-obama","weak","Obama, and all others, have been so weak, and so politically correct, that terror groups are forming and getting stronger! Shame.","https://twitter.com/realDonaldTrump/status/712357600621432832","1","2016-03-22T19:17:41+0000"
"barack-obama","the worst president in U.S. history!","""In politics, and in life, ignorance is not a virtue."" This is a primary reason that President Obama is the worst president in U.S. history!","https://twitter.com/realDonaldTrump/status/732377163505225728","1","2016-05-17T01:08:17+0000"
"barack-obama","failed","Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is","https://twitter.com/realDonaldTrump/status/741590381503086592","1","2016-06-11T11:18:19+0000"
"george-pataki","terrible governor of NY, one of the worst",".@GovernorPataki was a terrible governor of NY, one of the worst -- would’ve been swamped if he ran again!","https://twitter.com/realDonaldTrump/status/616352974818906112","1","2015-07-01T21:09:35+00:00"
"george-pataki","couldn't be elected dog catcher if he ran again",".@GovernorPataki couldn’t be elected dog catcher if he ran again—so he didn’t!","https://twitter.com/realDonaldTrump/status/616353051432079360","1","2015-07-01T21:09:53+00:00"
"macys","weak on border security","For all of those who want to #MakeAmericaGreatAgain, boycott @Macys. They are weak on border security &amp; stopping illegal immigration.","https://twitter.com/realDonaldTrump/status/616290244753760262","1","2015-07-01T17:00:19+00:00"
"macys","racists","Interesting that @Macys criticized me but just paid $650,000 in fines for racial profiling. Are they racists?","https://twitter.com/realDonaldTrump/status/616353325336928256","1","2015-07-01T21:10:58+00:00"
"macys","they 'racial profile' all over the place","Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!","https://twitter.com/realDonaldTrump/status/616353457889505280","1","2015-07-01T21:11:30+00:00"
"macys","Macy's stock just dropped",".@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!","https://twitter.com/realDonaldTrump/status/616624633312354304","1","2015-07-02T15:09:03+00:00"
"macys","so many people calling to say they are cutting up their Macy's credit card",".@Macys stock just dropped. Interesting. So many people calling to say they are cutting up their @Macys credit card. Thank you!","https://twitter.com/realDonaldTrump/status/616624633312354304","1","2015-07-02T15:09:03+00:00"
"macys","terrible hypocrites","Why doesn’t somebody study the horrible charges brought against @Macys for racial profiling? Terrible hypocrites!","https://twitter.com/realDonaldTrump/status/616624797527764992","1","2015-07-02T15:09:42+00:00"
"macys","Wow! I hear that thousands of people are cutting up their Macy's credit card.","Wow! I hear that thousands of people are cutting up their @Macys credit card. That's great. #MakeAmericaGreatAgain!","https://twitter.com/realDonaldTrump/status/618540086976716800","1","2015-07-07T22:00:23+00:00"
"macys","no guts no glory","I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!","https://twitter.com/realDonaldTrump/status/619734914750025729","1","2015-07-11T05:08:12+0000"
"macys","Macy's stores suck and they are bad for U.S.A.","I hope the boycott of @Macys continues forever. So many people are cutting up their cards. Macy's stores suck and they are bad for U.S.A.","https://twitter.com/realDonaldTrump/status/621669173534584833","1","2015-07-16T13:14:15+0000"
"macys","no guts, no glory","Boycott @Macys, no guts, no glory. Besides, there are far better stores!","https://twitter.com/realDonaldTrump/status/624050557829955584","1","2015-07-23T02:57:01+0000"
"macys","there are far better stores","Boycott @Macys, no guts, no glory. Besides, there are far better stores!","https://twitter.com/realDonaldTrump/status/624050557829955584","1","2015-07-23T02:57:01+0000"
"macys","racial profiling",".@Macy’s is a big contributor to @PPFA . Anybody against Planned Parenthood should boycott racial profiling Macy’s.","https://twitter.com/realDonaldTrump/status/624970463106723841","1","2015-07-25T15:52:24+0000"
"macys","very disloyal to me","Macy’s was very disloyal to me bc of my strong stance on illegal immigration. Their stock has crashed! #BoycottMacys https://t.co/WsvZtwZbBf","https://twitter.com/realDonaldTrump/status/664911913831301123","1","2015-11-12T21:05:28+0000"
"macys","disloyal","When you do your Christmas shopping remember how disloyal @Macys was to the subject of illegal immigration. #BoycottMacys #DumpMacys","https://twitter.com/realDonaldTrump/status/668863074586238976","1","2015-11-23T18:45:58+0000"
"macys","Don't shop there for Christmas!","Good news, disloyal @Macys stock is in a total free fall. Don't shop there for Christmas! https://t.co/wpDDCWcLFD https://t.co/vT3uGjiZ9B","https://twitter.com/realDonaldTrump/status/672926510924374016","1","2015-12-04T23:52:37+0000"
"macys","one of the worst-performing stocks",".@Macys was one of the worst performing stocks on the S&amp;P last year, plunging 46%. Very disloyal company. Another win for Trump! Boycott.","https://twitter.com/realDonaldTrump/status/685057265989189632","1","2016-01-07T11:15:54+0000"
"macys","very disloyal company",".@Macys was one of the worst performing stocks on the S&amp;P last year, plunging 46%. Very disloyal company. Another win for Trump! Boycott.","https://twitter.com/realDonaldTrump/status/685057265989189632","1","2016-01-07T11:15:54+0000"
"mexico","not our friend","I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!","https://twitter.com/realDonaldTrump/status/615866741994954752","1","2015-06-30T12:57:28+00:00"
"mexico","they're killing us","I love the Mexican people, but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!","https://twitter.com/realDonaldTrump/status/615866741994954752","1","2015-06-30T12:57:28+00:00"
"mexico","unbelievable corruption","Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price. I told you so!","https://twitter.com/realDonaldTrump/status/620337666912059392","1","2015-07-12T21:03:19+0000"
"mexico","we get the killers, drugs & crime, they get the money!","....likewise, billions of dollars gets brought into Mexico through the border. We get the killers, drugs &amp; crime, they get the money!","https://twitter.com/realDonaldTrump/status/620546522556534784","1","2015-07-13T10:53:14+0000"
"mexico","totally corrupt gov't","Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.","https://twitter.com/realDonaldTrump/status/620629175897096193","1","2015-07-13T16:21:40+0000"
"mexico","totally corrupt","Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.","https://twitter.com/realDonaldTrump/status/620629175897096193","1","2015-07-13T16:21:40+0000"
"saudi-arabia","without us, gone!","Saudi Arabia should be paying the United States many billions of dollars for our defense of them. Without us, gone! @AlWaleedbinT","https://twitter.com/realDonaldTrump/status/615485019503620097","1","2015-06-29T11:40:38+00:00"
"univision","controlled by Mexican government?",".@Univision cares far more about Mexico than it does about the U.S. Are they controlled by the Mexican government?","https://twitter.com/realDonaldTrump/status/614451323568824320","1","2015-06-26T15:13:06+00:00"
"univision","doing really badly","Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!","https://twitter.com/realDonaldTrump/status/619834683069632512","1","2015-07-11T11:44:39+0000"
"univision","too much debt and not enough viewers","Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!","https://twitter.com/realDonaldTrump/status/619834683069632512","1","2015-07-11T11:44:39+0000"
"univision","need money fast","Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!","https://twitter.com/realDonaldTrump/status/619834683069632512","1","2015-07-11T11:44:39+0000"
"john-roberts","let us down","Once again the Bush appointed Supreme Court Justice John Roberts has let us down. Jeb pushed him hard! Remember!","https://twitter.com/realDonaldTrump/status/614434531861512193","1","2015-06-26T14:06:22+00:00"
"john-roberts","my judicial appointments will do the right thing unlike... Roberts","If I win the presidency, my judicial appointments will do the right thing unlike Bush's appointee John Roberts on ObamaCare.","https://twitter.com/realDonaldTrump/status/614472830969880576","1","2015-06-26T16:38:33+00:00"
"rick-scott","did really poorly on television","Governor Rick Scott of Florida did really poorly on television this morning. I hope he is O.K.","https://twitter.com/realDonaldTrump/status/614047677458841601","1","2015-06-25T12:29:09+00:00"
"lawrence-o-donnell","dopey political pundit","I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad","https://twitter.com/realDonaldTrump/status/614045285724102656","1","2015-06-25T12:19:39+00:00"
"lawrence-o-donnell","one of the dumber people on television","I hear that dopey political pundit, Lawrence O'Donnell, one of the dumber people on television, is about to lose his show-no ratings?Too bad","https://twitter.com/realDonaldTrump/status/614045285724102656","1","2015-06-25T12:19:39+00:00"
"jeb-bush","will NEVER Make America Great Again","Just out, the new nationwide @FoxNews poll has me alone in 2nd place, closely behind Jeb Bush-but Bush will NEVER Make America Great Again!","https://twitter.com/realDonaldTrump/status/613871326793728000","1","2015-06-25T00:48:24+00:00"
"jeb-bush","will never secure the border","Flashback – Jeb Bush says illegal immigrants breaking our laws is an “act of love” http://t.co/p8yFzVuw8w He will never secure the border.","https://twitter.com/realDonaldTrump/status/617715390504943617","1","2015-07-05T15:23:20+00:00"
"jeb-bush","just doesn't get it","A nation WITHOUT BORDERS is not a nation at all. We must have a wall. The rule of law matters. Jeb just doesn’t get it.","https://twitter.com/realDonaldTrump/status/626140315116830721","1","2015-07-28T21:20:58+0000"
"jeb-bush","doubled Florida State debt","Conservative? Jeb Bush doubled Florida State debt!http://t.co/kDOyCqwuqI","https://twitter.com/realDonaldTrump/status/648578273836797952","1","2015-09-28T19:21:25+0000"
"jeb-bush","pathetic","No @JebBush, you’re pathetic for saying nothing happened during your brother’s term when the World Trade Center was attacked and came down.","https://twitter.com/realDonaldTrump/status/655193907031056384","1","2015-10-17T01:29:35+0000"
"jeb-bush","our country needs more energy and spirit than you can provide!",".@JebBush, like it or not, our country needs more energy and spirit than you can provide! #MakeAmericaGreatAgain","https://twitter.com/realDonaldTrump/status/655194304479109120","1","2015-10-17T01:31:09+0000"
"jeb-bush","too soft","Jeb is fighting to defend a catastrophic event. I am fighting to make sure it doesn't happen again.Jeb is too soft-we need tougher &amp; sharper","https://twitter.com/realDonaldTrump/status/656101621538148352","1","2015-10-19T13:36:31+0000"
"jeb-bush","totally lost",".@JebBush is totally lost -- he spends too much time managing the bloated staff of his campaign &amp; not enough talking about America's future.","https://twitter.com/realDonaldTrump/status/658020812620984320","1","2015-10-24T20:42:41+0000"
"jeb-bush","had a tiny 300 person crowd",".@JebBush had a tiny 300 person crowd at Senator Tim Scott's forum. I had thousands, and they had real passion! https://t.co/osBW3TM4UO","https://twitter.com/realDonaldTrump/status/658020994506997760","1","2015-10-24T20:43:25+0000"
"jeb-bush","if he can't manage his campaign, how can he manage our countries finances?",".@JebBush is slashing campaign salaries, people making millions. If he can't manage his campaign, how can he manage our countries finances?","https://twitter.com/realDonaldTrump/status/658021218847715328","1","2015-10-24T20:44:18+0000"
"jeb-bush","paid ridiculous amounts of money","While Jeb Bush is cutting staff and salaries, after having paid ridiculous amounts of money, why did he pay so much in the first place?","https://twitter.com/realDonaldTrump/status/658121980214910976","1","2015-10-25T03:24:42+0000"
"jeb-bush","stupid message","Jeb's new slogan - ""Jeb can fix it"". I never thought of Jeb as a crook! Stupid message, the word ""fix"" is not a good one to use in politics!","https://twitter.com/realDonaldTrump/status/660815666199592960","1","2015-11-01T13:48:26+0000"
"jeb-bush","if Jeb Bush were more competent he could not have lost the skirmish with Marco","If Jeb Bush were more competent he could not have lost the skirmish with Marco in the debate. BAD facts for Marco if properly delivered!","https://twitter.com/realDonaldTrump/status/660819552259989504","1","2015-11-01T14:03:53+0000"
"jeb-bush","puppet","Jeb Bush had a tough night at the debate. Now he'll probably take some of his special interest money, he is their puppet, and buy ad's.","https://twitter.com/realDonaldTrump/status/677146400749056000","1","2015-12-16T15:20:57+0000"
"jeb-bush","campaign is a disaster","I have an idea for @JebBush whose campaign is a disaster. Try using your last name &amp; don’t be ashamed of it!","https://twitter.com/realDonaldTrump/status/677917639604355072","1","2015-12-18T18:25:35+0000"
"jeb-bush","weak","Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!","https://twitter.com/realDonaldTrump/status/677938965589188612","1","2015-12-18T19:50:19+0000"
"jeb-bush","ineffective","Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!","https://twitter.com/realDonaldTrump/status/677938965589188612","1","2015-12-18T19:50:19+0000"
"jeb-bush","false advertising","Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!","https://twitter.com/realDonaldTrump/status/677938965589188612","1","2015-12-18T19:50:19+0000"
"jeb-bush","terrible on Face the Nation",".@JebBush was terrible on Face The Nation today. Being at 2% and falling seems to have totally affected his confidence. A basket case!","https://twitter.com/realDonaldTrump/status/678714784905326594","1","2015-12-20T23:13:09+0000"
"jeb-bush","a basket case",".@JebBush was terrible on Face The Nation today. Being at 2% and falling seems to have totally affected his confidence. A basket case!","https://twitter.com/realDonaldTrump/status/678714784905326594","1","2015-12-20T23:13:09+0000"
"jeb-bush","a loser",".@JebBush today said he didn't want to be the front-runner, he would rather be where he is now, 2%. That is the talk of a loser, can't win!","https://twitter.com/realDonaldTrump/status/678797631250911232","1","2015-12-21T04:42:21+0000"
"jeb-bush","can't win",".@JebBush today said he didn't want to be the front-runner, he would rather be where he is now, 2%. That is the talk of a loser, can't win!","https://twitter.com/realDonaldTrump/status/678797631250911232","1","2015-12-21T04:42:21+0000"
"jeb-bush","weak","Weak and low energy @JebBush, whose campaign is a disaster, is now doing ads against me where he tries to look like a tough guy.","https://twitter.com/realDonaldTrump/status/679410900751802368","1","2015-12-22T21:19:16+0000"
"jeb-bush","low energy","Weak and low energy @JebBush, whose campaign is a disaster, is now doing ads against me where he tries to look like a tough guy.","https://twitter.com/realDonaldTrump/status/679410900751802368","1","2015-12-22T21:19:16+0000"
"jeb-bush","campaign is a disaster","Weak and low energy @JebBush, whose campaign is a disaster, is now doing ads against me where he tries to look like a tough guy.","https://twitter.com/realDonaldTrump/status/679410900751802368","1","2015-12-22T21:19:16+0000"
"jeb-bush","phony","Will @JebBush, in his phony advertising campaign, show himself asking me to apologize to his wife in the debate?","https://twitter.com/realDonaldTrump/status/679411797657575424","1","2015-12-22T21:22:50+0000"
"jeb-bush","really pathetic","Jeb's big ad buy against me, paid for by lobbyists, shows my face but doesn't have me answering Jeb's statements. He is really pathetic!","https://twitter.com/realDonaldTrump/status/679433831032705024","1","2015-12-22T22:50:23+0000"
"jeb-bush","poor","Poor @JebBush spent $50 million on his campaign, I spent almost nothing. He's bottom (and gone), I'm top (by a lot). That's what U.S. needs!","https://twitter.com/realDonaldTrump/status/680118305449996293","1","2015-12-24T20:10:14+0000"
"jeb-bush","he's bottom (and gone), I'm top (by a lot)","Poor @JebBush spent $50 million on his campaign, I spent almost nothing. He's bottom (and gone), I'm top (by a lot). That's what U.S. needs!","https://twitter.com/realDonaldTrump/status/680118305449996293","1","2015-12-24T20:10:14+0000"
"jeb-bush","ridiculous","In the ridiculous @JebBush ad about me, Jeb is speaking to me during the debate, but doesn't allow my answer, which destroys him - SO SAD!","https://twitter.com/realDonaldTrump/status/680149494214823937","1","2015-12-24T22:14:10+0000"
"jeb-bush","SO SAD","In the ridiculous @JebBush ad about me, Jeb is speaking to me during the debate, but doesn't allow my answer, which destroys him - SO SAD!","https://twitter.com/realDonaldTrump/status/680149494214823937","1","2015-12-24T22:14:10+0000"
"jeb-bush","failed candidate","Remember when failed candidate @JebBush said that illegals came across the border as AN ACT OF LOVE? He's spent $59 million and is at 3%.","https://twitter.com/realDonaldTrump/status/680484330494386176","1","2015-12-25T20:24:41+0000"
"jeb-bush","spent $59 million & done","So, I have spent almost nothing on my run for president and am in 1st place. Jeb Bush has spent $59 million &amp; done. Run country my way!","https://twitter.com/realDonaldTrump/status/681847012304797696","1","2015-12-29T14:39:30+0000"
"jeb-bush","took millions of $'s of hit ads on me","I would feel sorry for @JebBush and how badly he is doing with his campaign other than for the fact he took millions of $'s of hit ads on me","https://twitter.com/realDonaldTrump/status/682578783912759296","1","2015-12-31T15:07:18+0000"
"jeb-bush","a sad case",".@JebBush is a sad case. A total embarrassment to both himself and his family, he just announced he will continue to spend on Trump hit ads!","https://twitter.com/realDonaldTrump/status/683259029804695552","1","2016-01-02T12:10:21+0000"
"jeb-bush","a total embarrassment to himself and his family",".@JebBush is a sad case. A total embarrassment to both himself and his family, he just announced he will continue to spend on Trump hit ads!","https://twitter.com/realDonaldTrump/status/683259029804695552","1","2016-01-02T12:10:21+0000"
"jeb-bush","low-energy 'stiff'",".@JebBush is a low energy ""stiff"" who should focus his special interest money on the many people ahead of him in the polls. Has no chance!","https://twitter.com/realDonaldTrump/status/683260753810440192","1","2016-01-02T12:17:12+0000"
"jeb-bush","has no chance",".@JebBush is a low energy ""stiff"" who should focus his special interest money on the many people ahead of him in the polls. Has no chance!","https://twitter.com/realDonaldTrump/status/683260753810440192","1","2016-01-02T12:17:12+0000"
"jeb-bush","campaign is a disaster","I have an idea for @JebBush whose campaign is a disaster. Try using your last name and don't be ashamed of it!","https://twitter.com/realDonaldTrump/status/685135364584017920","1","2016-01-07T16:26:14+0000"
"jeb-bush","weak & ineffective","Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!","https://twitter.com/realDonaldTrump/status/685136336920129536","1","2016-01-07T16:30:06+0000"
"jeb-bush","chances of winning are zero","Jeb Bush, who did poorly last night in the debate and whose chances of winning are zero, just got Graham endorsement. Graham quit at O.","https://twitter.com/realDonaldTrump/status/688017079996407808","1","2016-01-15T15:17:09+0000"
"jeb-bush","did poorly last night in the debate","Jeb Bush, who did poorly last night in the debate and whose chances of winning are zero, just got Graham endorsement. Graham quit at O.","https://twitter.com/realDonaldTrump/status/688017079996407808","1","2016-01-15T15:17:09+0000"
"jeb-bush","sad sack","Sad sack @JebBush has just done another ad on me, with special interest money, saying I won't beat Hillary - I WILL. But he can't beat me.","https://twitter.com/realDonaldTrump/status/690176882055114758","1","2016-01-21T14:19:26+0000"
"jeb-bush","low energy","Low energy candidate @JebBush has wasted $80 million on his failed presidential campaign. Millions spent on me. He should go home and relax!","https://twitter.com/realDonaldTrump/status/690180284189310976","1","2016-01-21T14:32:57+0000"
"jeb-bush","he should go home and relax!","Low energy candidate @JebBush has wasted $80 million on his failed presidential campaign. Millions spent on me. He should go home and relax!","https://twitter.com/realDonaldTrump/status/690180284189310976","1","2016-01-21T14:32:57+0000"
"jeb-bush","low energy guy","After spending $89 million, @JebBush is at the bottom of the barrel in polls. He is ashamed to use the name ""Bush"" in ads. Low energy guy!","https://twitter.com/realDonaldTrump/status/690560125916975104","1","2016-01-22T15:42:18+0000"
"jeb-bush","at the bottom of the barrel","After spending $89 million, @JebBush is at the bottom of the barrel in polls. He is ashamed to use the name ""Bush"" in ads. Low energy guy!","https://twitter.com/realDonaldTrump/status/690560125916975104","1","2016-01-22T15:42:18+0000"
"jeb-bush","total disaster","Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!","https://twitter.com/realDonaldTrump/status/695979656617578496","1","2016-02-06T14:37:35+0000"
"jeb-bush","had to bring in mommy to take a slap at me","Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!","https://twitter.com/realDonaldTrump/status/695979656617578496","1","2016-02-06T14:37:35+0000"
"jeb-bush","zero communication skills","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!","https://twitter.com/realDonaldTrump/status/696669855416766467","1","2016-02-08T12:20:11+0000"
"jeb-bush","weak candidate","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!","https://twitter.com/realDonaldTrump/status/696669855416766467","1","2016-02-08T12:20:11+0000"
"jeb-bush","spent a fortune of special interest money on a Super Bowl ad","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!","https://twitter.com/realDonaldTrump/status/696669855416766467","1","2016-02-08T12:20:11+0000"
"jeb-bush","desperate","Jeb Bush is desperate - strongly in favor of #CommonCore and very weak on illegal immigration.","https://twitter.com/realDonaldTrump/status/696733541313474566","1","2016-02-08T16:33:15+0000"
"jeb-bush","A pathetic figure!","Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!","https://twitter.com/realDonaldTrump/status/696734735578615808","1","2016-02-08T16:38:00+0000"
"jeb-bush","Sad!","Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!","https://twitter.com/realDonaldTrump/status/696782375863394304","1","2016-02-08T19:47:18+0000"
"jeb-bush","failed campaign","Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!","https://twitter.com/realDonaldTrump/status/696782375863394304","1","2016-02-08T19:47:18+0000"
"jeb-bush","Not a leader!","Remember @JebBush wants COMMON CORE (education from D.C.) and is very weak on ILLEGAL IMMIGRATION (""come as act of love""). Not a leader!","https://twitter.com/realDonaldTrump/status/697027290820186112","1","2016-02-09T12:00:30+0000"
"jeb-bush","has gone nasty with lies","I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!","https://twitter.com/realDonaldTrump/status/697029254584934400","1","2016-02-09T12:08:19+0000"
